id	name	kind
Anatomy::UBERON:0001585	anterior vena cava	Anatomy
Anatomy::UBERON:0001587	subclavian vein	Anatomy
Anatomy::UBERON:0001594	azygos vein	Anatomy
Anatomy::UBERON:0001597	masseter muscle	Anatomy
Anatomy::UBERON:0001598	temporalis muscle	Anatomy
Anatomy::UBERON:0001599	stapedius muscle	Anatomy
Anatomy::UBERON:0001600	tensor tympani	Anatomy
Anatomy::UBERON:0001601	extra-ocular muscle	Anatomy
Anatomy::UBERON:0001616	maxillary artery	Anatomy
Anatomy::UBERON:0001619	ophthalmic artery	Anatomy
Anatomy::UBERON:0001620	central retinal artery	Anatomy
Anatomy::UBERON:0001624	anterior cerebral artery	Anatomy
Anatomy::UBERON:0001627	middle cerebral artery	Anatomy
Anatomy::UBERON:0001629	carotid body	Anatomy
Anatomy::UBERON:0001631	thoracic duct	Anatomy
Anatomy::UBERON:0001633	basilar artery	Anatomy
Anatomy::UBERON:0001636	posterior cerebral artery	Anatomy
Anatomy::UBERON:0001637	artery	Anatomy
Anatomy::UBERON:0001638	vein	Anatomy
Anatomy::UBERON:0001640	celiac artery	Anatomy
Anatomy::UBERON:0001642	superior sagittal sinus	Anatomy
Anatomy::UBERON:0001643	oculomotor nerve	Anatomy
Anatomy::UBERON:0001644	trochlear nerve	Anatomy
Anatomy::UBERON:0001645	trigeminal nerve	Anatomy
Anatomy::UBERON:0001646	abducens nerve	Anatomy
Anatomy::UBERON:0001647	facial nerve	Anatomy
Anatomy::UBERON:0001648	vestibulocochlear nerve	Anatomy
Anatomy::UBERON:0001649	glossopharyngeal nerve	Anatomy
Anatomy::UBERON:0001650	hypoglossal nerve	Anatomy
Anatomy::UBERON:0001673	central retinal vein	Anatomy
Anatomy::UBERON:0001675	trigeminal ganglion	Anatomy
Anatomy::UBERON:0001676	occipital bone	Anatomy
Anatomy::UBERON:0001677	sphenoid bone	Anatomy
Anatomy::UBERON:0001678	temporal bone	Anatomy
Anatomy::UBERON:0001679	ethmoid bone	Anatomy
Anatomy::UBERON:0001681	nasal bone	Anatomy
Anatomy::UBERON:0001683	jugal bone	Anatomy
Anatomy::UBERON:0001684	mandible	Anatomy
Anatomy::UBERON:0001685	hyoid bone	Anatomy
Anatomy::UBERON:0001687	stapes bone	Anatomy
Anatomy::UBERON:0001688	incus bone	Anatomy
Anatomy::UBERON:0001689	malleus bone	Anatomy
Anatomy::UBERON:0001690	ear	Anatomy
Anatomy::UBERON:0001691	external ear	Anatomy
Anatomy::UBERON:0001694	petrous part of temporal bone	Anatomy
Anatomy::UBERON:0001697	orbit of skull	Anatomy
Anatomy::UBERON:0001700	geniculate ganglion	Anatomy
Anatomy::UBERON:0001702	eyelash	Anatomy
Anatomy::UBERON:0001705	nail	Anatomy
Anatomy::UBERON:0001706	nasal septum	Anatomy
Anatomy::UBERON:0001707	nasal cavity	Anatomy
Anatomy::UBERON:0001708	jaw skeleton	Anatomy
Anatomy::UBERON:0001710	lower jaw region	Anatomy
Anatomy::UBERON:0001711	eyelid	Anatomy
Anatomy::UBERON:0001715	oculomotor nuclear complex	Anatomy
Anatomy::UBERON:0001716	secondary palate	Anatomy
Anatomy::UBERON:0001717	spinal nucleus of trigeminal nerve	Anatomy
Anatomy::UBERON:0001720	cochlear nucleus	Anatomy
Anatomy::UBERON:0001723	tongue	Anatomy
Anatomy::UBERON:0001724	sphenoidal sinus	Anatomy
Anatomy::UBERON:0001727	taste bud	Anatomy
Anatomy::UBERON:0001728	nasopharynx	Anatomy
Anatomy::UBERON:0001729	oropharynx	Anatomy
Anatomy::UBERON:0001732	pharyngeal tonsil	Anatomy
Anatomy::UBERON:0001733	soft palate	Anatomy
Anatomy::UBERON:0001734	palatine uvula	Anatomy
Anatomy::UBERON:0001736	submandibular gland	Anatomy
Anatomy::UBERON:0001737	larynx	Anatomy
Anatomy::UBERON:0001738	thyroid cartilage	Anatomy
Anatomy::UBERON:0001740	arytenoid cartilage	Anatomy
Anatomy::UBERON:0001742	epiglottic cartilage	Anatomy
Anatomy::UBERON:0001744	lymphoid tissue	Anatomy
Anatomy::UBERON:0001750	lacrimal apparatus	Anatomy
Anatomy::UBERON:0001751	dentine	Anatomy
Anatomy::UBERON:0001752	enamel	Anatomy
Anatomy::UBERON:0001754	dental pulp	Anatomy
Anatomy::UBERON:0001756	middle ear	Anatomy
Anatomy::UBERON:0001759	vagus nerve	Anatomy
Anatomy::UBERON:0001760	frontal sinus	Anatomy
Anatomy::UBERON:0001762	turbinate bone	Anatomy
Anatomy::UBERON:0001763	odontogenic papilla	Anatomy
Anatomy::UBERON:0001764	maxillary sinus	Anatomy
Anatomy::UBERON:0001768	uvea	Anatomy
Anatomy::UBERON:0001769	iris	Anatomy
Anatomy::UBERON:0001771	pupil	Anatomy
Anatomy::UBERON:0001772	corneal epithelium	Anatomy
Anatomy::UBERON:0001773	sclera	Anatomy
Anatomy::UBERON:0001775	ciliary body	Anatomy
Anatomy::UBERON:0001776	optic choroid	Anatomy
Anatomy::UBERON:0001777	substantia propria of cornea	Anatomy
Anatomy::UBERON:0001780	spinal nerve	Anatomy
Anatomy::UBERON:0001783	optic disc	Anatomy
Anatomy::UBERON:0001785	cranial nerve	Anatomy
Anatomy::UBERON:0001786	fovea centralis	Anatomy
Anatomy::UBERON:0001796	aqueous humor of eyeball	Anatomy
Anatomy::UBERON:0001797	vitreous humor	Anatomy
Anatomy::UBERON:0001798	vitreous body	Anatomy
Anatomy::UBERON:0001805	autonomic ganglion	Anatomy
Anatomy::UBERON:0001806	sympathetic ganglion	Anatomy
Anatomy::UBERON:0001808	parasympathetic ganglion	Anatomy
Anatomy::UBERON:0001811	conjunctiva	Anatomy
Anatomy::UBERON:0001814	brachial nerve plexus	Anatomy
Anatomy::UBERON:0001815	lumbosacral nerve plexus	Anatomy
Anatomy::UBERON:0001818	tarsal gland	Anatomy
Anatomy::UBERON:0001820	sweat gland	Anatomy
Anatomy::UBERON:0001821	sebaceous gland	Anatomy
Anatomy::UBERON:0001823	nasal cartilage	Anatomy
Anatomy::UBERON:0001825	paranasal sinus	Anatomy
Anatomy::UBERON:0001827	secretion of lacrimal gland	Anatomy
Anatomy::UBERON:0001828	gingiva	Anatomy
Anatomy::UBERON:0001831	parotid gland	Anatomy
Anatomy::UBERON:0001832	sublingual gland	Anatomy
Anatomy::UBERON:0001833	lip	Anatomy
Anatomy::UBERON:0001836	saliva	Anatomy
Anatomy::UBERON:0001837	duct of salivary gland	Anatomy
Anatomy::UBERON:0001840	semicircular canal	Anatomy
Anatomy::UBERON:0001844	cochlea	Anatomy
Anatomy::UBERON:0001845	perilymph	Anatomy
Anatomy::UBERON:0001846	internal ear	Anatomy
Anatomy::UBERON:0001852	endolymph	Anatomy
Anatomy::UBERON:0001855	cochlear duct of membranous labyrinth	Anatomy
Anatomy::UBERON:0001860	endolymphatic duct	Anatomy
Anatomy::UBERON:0001863	scala vestibuli	Anatomy
Anatomy::UBERON:0001864	scala tympani	Anatomy
Anatomy::UBERON:0001866	sebum	Anatomy
Anatomy::UBERON:0001870	frontal cortex	Anatomy
Anatomy::UBERON:0001871	temporal lobe	Anatomy
Anatomy::UBERON:0001872	parietal lobe	Anatomy
Anatomy::UBERON:0001873	caudate nucleus	Anatomy
Anatomy::UBERON:0001874	putamen	Anatomy
Anatomy::UBERON:0001875	globus pallidus	Anatomy
Anatomy::UBERON:0001876	amygdala	Anatomy
Anatomy::UBERON:0001881	island of Calleja	Anatomy
Anatomy::UBERON:0001882	nucleus accumbens	Anatomy
Anatomy::UBERON:0001883	olfactory tubercle	Anatomy
Anatomy::UBERON:0001884	phrenic nerve	Anatomy
Anatomy::UBERON:0001885	dentate gyrus of hippocampal formation	Anatomy
Anatomy::UBERON:0001886	choroid plexus	Anatomy
Anatomy::UBERON:0001887	internal capsule of telencephalon	Anatomy
Anatomy::UBERON:0001890	forebrain	Anatomy
Anatomy::UBERON:0001891	midbrain	Anatomy
Anatomy::UBERON:0001893	telencephalon	Anatomy
Anatomy::UBERON:0001894	diencephalon	Anatomy
Anatomy::UBERON:0001895	metencephalon	Anatomy
Anatomy::UBERON:0001896	medulla oblongata	Anatomy
Anatomy::UBERON:0001898	hypothalamus	Anatomy
Anatomy::UBERON:0001899	epithalamus	Anatomy
Anatomy::UBERON:0001900	ventral thalamus	Anatomy
Anatomy::UBERON:0001904	habenula	Anatomy
Anatomy::UBERON:0001905	pineal body	Anatomy
Anatomy::UBERON:0001906	subthalamic nucleus	Anatomy
Anatomy::UBERON:0001907	zona incerta	Anatomy
Anatomy::UBERON:0001908	optic tract	Anatomy
Anatomy::UBERON:0001910	medial forebrain bundle	Anatomy
Anatomy::UBERON:0001911	mammary gland	Anatomy
Anatomy::UBERON:0001913	milk	Anatomy
Anatomy::UBERON:0001914	colostrum	Anatomy
Anatomy::UBERON:0001928	preoptic area	Anatomy
Anatomy::UBERON:0001929	supraoptic nucleus	Anatomy
Anatomy::UBERON:0001930	paraventricular nucleus of hypothalamus	Anatomy
Anatomy::UBERON:0001932	arcuate nucleus of hypothalamus	Anatomy
Anatomy::UBERON:0001934	dorsomedial nucleus of hypothalamus	Anatomy
Anatomy::UBERON:0001935	ventromedial nucleus of hypothalamus	Anatomy
Anatomy::UBERON:0001943	midbrain tegmentum	Anatomy
Anatomy::UBERON:0001944	pretectal region	Anatomy
Anatomy::UBERON:0001945	superior colliculus	Anatomy
Anatomy::UBERON:0001946	inferior colliculus	Anatomy
Anatomy::UBERON:0001947	red nucleus	Anatomy
Anatomy::UBERON:0001950	neocortex	Anatomy
Anatomy::UBERON:0001954	Ammon's horn	Anatomy
Anatomy::UBERON:0001965	substantia nigra pars compacta	Anatomy
Anatomy::UBERON:0001966	substantia nigra pars reticulata	Anatomy
Anatomy::UBERON:0001968	semen	Anatomy
Anatomy::UBERON:0001969	blood plasma	Anatomy
Anatomy::UBERON:0001970	bile	Anatomy
Anatomy::UBERON:0001971	gastric juice	Anatomy
Anatomy::UBERON:0001977	blood serum	Anatomy
Anatomy::UBERON:0001979	venule	Anatomy
Anatomy::UBERON:0001980	arteriole	Anatomy
Anatomy::UBERON:0001981	blood vessel	Anatomy
Anatomy::UBERON:0001982	capillary	Anatomy
Anatomy::UBERON:0001985	corneal endothelium	Anatomy
Anatomy::UBERON:0001986	endothelium	Anatomy
Anatomy::UBERON:0001987	placenta	Anatomy
Anatomy::UBERON:0001988	feces	Anatomy
Anatomy::UBERON:0001989	superior cervical ganglion	Anatomy
Anatomy::UBERON:0001995	fibrocartilage	Anatomy
Anatomy::UBERON:0002005	enteric nervous system	Anatomy
Anatomy::UBERON:0002010	celiac nerve plexus	Anatomy
Anatomy::UBERON:0002012	pulmonary artery	Anatomy
Anatomy::UBERON:0002016	pulmonary vein	Anatomy
Anatomy::UBERON:0002017	portal vein	Anatomy
Anatomy::UBERON:0002018	synovial membrane of synovial joint	Anatomy
Anatomy::UBERON:0002019	accessory XI nerve	Anatomy
Anatomy::UBERON:0002020	gray matter	Anatomy
Anatomy::UBERON:0002021	occipital lobe	Anatomy
Anatomy::UBERON:0002028	hindbrain	Anatomy
Anatomy::UBERON:0002030	nipple	Anatomy
Anatomy::UBERON:0002034	suprachiasmatic nucleus	Anatomy
Anatomy::UBERON:0002037	cerebellum	Anatomy
Anatomy::UBERON:0002038	substantia nigra	Anatomy
Anatomy::UBERON:0002040	bronchial artery	Anatomy
Anatomy::UBERON:0002043	dorsal raphe nucleus	Anatomy
Anatomy::UBERON:0002046	thyroid gland	Anatomy
Anatomy::UBERON:0002048	lung	Anatomy
Anatomy::UBERON:0002053	zona glomerulosa of adrenal gland	Anatomy
Anatomy::UBERON:0002054	zona fasciculata of adrenal gland	Anatomy
Anatomy::UBERON:0002055	zona reticularis of adrenal gland	Anatomy
Anatomy::UBERON:0002060	femoral artery	Anatomy
Anatomy::UBERON:0002061	truncus arteriosus	Anatomy
Anatomy::UBERON:0002062	endocardial cushion	Anatomy
Anatomy::UBERON:0002066	umbilical vein	Anatomy
Anatomy::UBERON:0002067	dermis	Anatomy
Anatomy::UBERON:0002068	urachus	Anatomy
Anatomy::UBERON:0002072	hypodermis	Anatomy
Anatomy::UBERON:0002073	hair follicle	Anatomy
Anatomy::UBERON:0002081	cardiac atrium	Anatomy
Anatomy::UBERON:0002082	cardiac ventricle	Anatomy
Anatomy::UBERON:0002090	postcranial axial skeleton	Anatomy
Anatomy::UBERON:0002095	mesentery	Anatomy
Anatomy::UBERON:0002097	skin of body	Anatomy
Anatomy::UBERON:0002099	cardiac septum	Anatomy
Anatomy::UBERON:0002101	limb	Anatomy
Anatomy::UBERON:0002102	forelimb	Anatomy
Anatomy::UBERON:0002103	hindlimb	Anatomy
Anatomy::UBERON:0002106	spleen	Anatomy
Anatomy::UBERON:0002107	liver	Anatomy
Anatomy::UBERON:0002108	small intestine	Anatomy
Anatomy::UBERON:0002110	gallbladder	Anatomy
Anatomy::UBERON:0002113	kidney	Anatomy
Anatomy::UBERON:0002114	duodenum	Anatomy
Anatomy::UBERON:0002115	jejunum	Anatomy
Anatomy::UBERON:0002116	ileum	Anatomy
Anatomy::UBERON:0002120	pronephros	Anatomy
Anatomy::UBERON:0002128	superior olivary complex	Anatomy
Anatomy::UBERON:0002129	cerebellar cortex	Anatomy
Anatomy::UBERON:0002130	cerebellar nuclear complex	Anatomy
Anatomy::UBERON:0002134	tricuspid valve	Anatomy
Anatomy::UBERON:0002135	mitral valve	Anatomy
Anatomy::UBERON:0002137	aortic valve	Anatomy
Anatomy::UBERON:0002139	subcommissural organ	Anatomy
Anatomy::UBERON:0002141	parvocellular oculomotor nucleus	Anatomy
Anatomy::UBERON:0002142	pedunculopontine tegmental nucleus	Anatomy
Anatomy::UBERON:0002146	pulmonary valve	Anatomy
Anatomy::UBERON:0002148	locus ceruleus	Anatomy
Anatomy::UBERON:0002152	middle cerebellar peduncle	Anatomy
Anatomy::UBERON:0002156	nucleus raphe magnus	Anatomy
Anatomy::UBERON:0002157	nucleus raphe pallidus	Anatomy
Anatomy::UBERON:0002162	area postrema	Anatomy
Anatomy::UBERON:0002165	endocardium	Anatomy
Anatomy::UBERON:0002181	substantia gelatinosa	Anatomy
Anatomy::UBERON:0002185	bronchus	Anatomy
Anatomy::UBERON:0002186	bronchiole	Anatomy
Anatomy::UBERON:0002196	adenohypophysis	Anatomy
Anatomy::UBERON:0002197	median eminence of neurohypophysis	Anatomy
Anatomy::UBERON:0002198	neurohypophysis	Anatomy
Anatomy::UBERON:0002204	musculoskeletal system	Anatomy
Anatomy::UBERON:0002205	manubrium of sternum	Anatomy
Anatomy::UBERON:0002206	mammillary body	Anatomy
Anatomy::UBERON:0002207	xiphoid process	Anatomy
Anatomy::UBERON:0002219	subfornical organ	Anatomy
Anatomy::UBERON:0002223	endolymphatic sac	Anatomy
Anatomy::UBERON:0002224	thoracic cavity	Anatomy
Anatomy::UBERON:0002226	basilar membrane of cochlea	Anatomy
Anatomy::UBERON:0002228	rib	Anatomy
Anatomy::UBERON:0002233	tectorial membrane of cochlea	Anatomy
Anatomy::UBERON:0002236	costal cartilage	Anatomy
Anatomy::UBERON:0002240	spinal cord	Anatomy
Anatomy::UBERON:0002242	nucleus pulposus	Anatomy
Anatomy::UBERON:0002250	popliteal artery	Anatomy
Anatomy::UBERON:0002255	vomeronasal organ	Anatomy
Anatomy::UBERON:0002259	corpora quadrigemina	Anatomy
Anatomy::UBERON:0002264	olfactory bulb	Anatomy
Anatomy::UBERON:0002275	reticular formation	Anatomy
